code
688484
300493
300002
301082
300364
301221
688112
688525
300288
688197
688292
300235
300197
688266
688073
688302
688235
688579
688103
300275
688382
688365
300049
688192
300096
688578
688176
688072
300558
300870
688331
300766
300386
688338
688283
300479
300168
600393
301230
688489
688400
002665
000516
000965
000911
002755
603291
002534
002908
000736
002869
603888
603918
603016
603258
002653
003031
603083
600718
600207
002469
000810
601595
603208
600612
603110
002777
000063
002851
601882
000560
002221
688628
603838
002292
002602
002122
002337
603055
300182
002377
688428
301257
300881
600105
688373
688153
688246
688167
600657
300840
688085
688321
688232
603717
600476
600819
688256
002015
688326
688337
300631
300448
301267
001332
301103
600633
002988
300747
002088
300858
688366
300550
002787
300027
600060
688062
688687
300250
688202
688238
300525
601155
600203
300078
300494
603444
300017
300820
300092
603590
600452
300290
301377
600983
300459
301153
688227
600077
002867
002517
002236
688105
688295
002422
300624
300917
300604
002291
002681
301279
300451
300571
002821
002244
301052
688281
300052
688385
301391
300723
301207
603259
301339
300226
000014
300502
300009
603163
002117
300344
603036
688389
688177
000409
300947
603087
000671
688157
603801
688596
603456
001979
002219
002294
002624
688314
688026
688426
688410
002352
603123
002272
002772
300601
600383
002605
300729
002609
688619
603127
688208
300112
002675
688131
002222
300151
300299
601995
688056
300324
002493
300928
002850
605136
300205
300130
603003
600325
000797
688506
301195
600276
688110
301025
688320
688656
301239
000806
001301
301333
002903
688180
000031
301073
300366
688403
301212
600645
688221
301096
688133
300475
002539
300546
002401
300308
603551
688336
600212
300260
000002
002707
600187
300043
300910
002581
300336
300687
002020
002781
688398
600376
002063
301178
603716
688016
300792
688622
300404
002859
002033
601966
300217
605077
688509
002656
300579
002043
300785
603039
688520
688777
002564
300357
300081
300634
600558
688080
603180
300688
688621
300109
002657
301181
002651
688276
301033
300347
301396
000715
600593
300075
688020
000790
836077
300518
301068
600262
300037
000733
002373
300759
002139
300253
300287
002633
688333
300020
300074
000620
605108
603367
301006
688503
688068
600817
300116
600191
600841
300480
300071
000667
001212
002920
603637
000719
603757
688322
300981
688670
688498
301171
300170
002300
300315
603232
002305
002905
003043
688075
300663
000692
600791
688012
600737
300359
600301
688293
301093
600007
605398
600599
688229
300065
601519
300815
688505
300997
688566
688253
002451
